scenario,controller,seed,headway_cv,travel_s,wait_s,wait_direct
Ablation W (D+T+W),EH,5,0.7698220113752727,6188.833333333333,302.7337512881906,295.5042735042735
Ablation W (D+T+W),EH,6,0.8620165606653333,6577.416666666667,299.8170058608809,333.60470085470087
Ablation W (D+T+W),EH,8,0.7129051956562928,6251.5,233.4252954819447,418.02777777777777
Ablation W (D+T+W),EH,7,0.9839652280805278,6424.083333333333,274.1629190502058,488.04273504273505
Ablation W (D+T+W),EH,9,0.6270871265863998,5893.166666666667,237.4269531035889,225.05769230769232
Ablation W (D+T+W),EH,10,1.108110256072814,6483.916666666667,339.6765997920399,439.6880341880342
Ablation W (D+T+W),EH,11,1.0935423781537066,6698.0,337.94041859541636,447.8247863247863
Ablation W (D+T+W),EH,14,0.5622386213355351,5522.833333333333,208.9245341279777,209.72008547008548
Ablation W (D+T+W),EH,13,0.5975810146290509,6058.083333333333,218.07004662272092,225.88247863247864
Ablation W (D+T+W),EH,12,0.7180332098421427,5988.083333333333,234.20486929622322,283.5897435897436
Ablation W (D+T+W),EH,15,0.8175358128609966,6471.75,253.64481787518477,344.89529914529913
Ablation W (D+T+W),EH,16,0.8323375665279046,6091.083333333333,266.77945630077534,371.65811965811963
Ablation W (D+T+W),EH,17,0.8318823412874113,6514.833333333333,288.6895249568358,387.9380341880342
Ablation W (D+T+W),EH,18,0.8454469577673107,6457.166666666667,198.08693433037703,602.1880341880342
Ablation W (D+T+W),EH,19,0.6837707110311995,5751.083333333333,297.2438743384196,241.60470085470087
Ablation W (D+T+W),EH,20,0.8685631456476013,6457.833333333333,326.23966208800795,439.6816239316239
Ablation W (D+T+W),EH,22,0.9279120247476358,7081.333333333333,233.12134430705117,647.8226495726495
Ablation W (D+T+W),EH,21,0.8802331710271142,7186.166666666667,254.13188472219232,740.775641025641
Ablation W (D+T+W),EH,23,0.803615251645418,6302.0,213.98235656273692,366.4017094017094
Ablation W (D+T+W),EH,25,0.9533521480597973,6524.916666666667,262.2770233574151,583.1217948717949
Ablation W (D+T+W),EH,26,0.7479504976596726,6008.833333333333,241.70278423256374,223.06410256410257
Ablation W (D+T+W),EH,24,1.108423762989058,7698.666666666667,185.10913612862345,1028.3226495726497
Ablation W (D+T+W),EH,28,1.3140351338740626,6887.666666666667,416.20104443595295,521.4444444444445
Ablation W (D+T+W),EH,27,1.8454281605191307,7195.333333333333,611.6309651888664,795.6602564102565
Ablation W (D+T+W),EH,29,0.7222872037609688,6306.416666666667,206.2593128349943,423.9893162393162
Ablation B (D+T+B),NC,0,0.5563643907825707,5172.166666666667,190.2128731820328,188.82264957264957
Ablation B (D+T+B),NC,1,0.5954637512802187,5102.5,196.026313594159,205.9594017094017
Ablation B (D+T+B),NC,2,0.5789746723155309,5025.75,198.75357383362027,196.77136752136752
Ablation B (D+T+B),NC,3,0.36514040998954456,5161.818181818182,174.39395356362016,172.41239316239316
Ablation B (D+T+B),NC,4,0.37419139604136986,5099.0,178.46977666017932,186.5363247863248
